name,display_phone,rating,price,categories,long,lat,location.display_address
Lola's Eatery,,4.0,,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",-79.96786,40.4624012,"['3337 Penn Ave', 'Pittsburgh, PA 15201']"
Kassab's,(412) 381-1820,4.0,$$,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",-79.9860781,40.4288913,"['1207 E Carson St', 'Pittsburgh, PA 15203']"
Nepali Asian Restaurant,(412) 980-4612,5.0,,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",-79.987222,40.392438,"['2122 Brownsville Rd', 'Pittsburgh, PA 15210']"
Blue Dust,(412) 461-6220,4.0,$$,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",-79.91154,40.40793,"['601 Amity St', 'Homestead, PA 15120']"
Dive Bar and Grille,(412) 481-2969,4.0,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]",-79.9750921376019,40.4282689466744,"['2132 East Carson St', 'Pittsburgh, PA 15203']"
Las Palmas Carniceria,(412) 388-5018,4.5,$,"[{'alias': 'mexican', 'title': 'Mexican'}]",-80.02169,40.39458,"['700 Brookline Blvd', 'Pittsburgh, PA 15226']"
Ribs N Bread,(412) 760-7446,4.5,,"[{'alias': 'bbq', 'title': 'Barbeque'}]",-79.94932,40.45281,"['4707 Centre Ave', 'Pittsburgh, PA 15213']"
Yoshino,,4.0,,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",-79.93392,40.45087,"['5440 Walnut St', 'Pittsburgh, PA 15232']"
Which Came First,(412) 517-6400,4.0,,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",-80.0064022805941,40.4517250865672,"[""200 Children's Way"", 'Federal Galley', 'Pittsburgh, PA 15212']"
Seasons Restaurant,(412) 204-6147,4.0,$$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}]",-79.94366,40.4968999,"['372 Butler St', 'Fl 1', 'Pittsburgh, PA 15223']"
Halal Pitt,(412) 712-2567,4.5,$,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",-79.957352,40.442527,"['Fifth Ave & S Bouquet St', 'Pittsburgh, PA 15213']"
Alexander's Italian Bistro,(412) 687-8741,3.5,$$,"[{'alias': 'italian', 'title': 'Italian'}]",-79.94368,40.45845,"['5104 Liberty Ave', 'Pittsburgh, PA 15224']"
Bangal Kabab House and Restaurant,(412) 605-0521,4.0,$$,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'bangladeshi', 'title': 'Bangladeshi'}, {'alias': 'halal', 'title': 'Halal'}]",-79.9554689,40.439047,"['320 Atwood St', 'Pittsburgh, PA 15213']"
Jozsa Corner,(412) 422-1886,4.0,$$,"[{'alias': 'hungarian', 'title': 'Hungarian'}]",-79.9448446263733,40.4113839480315,"['4800 2nd Ave', 'Pittsburgh, PA 15207']"
Pauline's Caribbean Soul Cuisine,(412) 231-2000,4.5,,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",-80.0065599,40.45613,"['1204 Federal St', 'Pittsburgh, PA 15212']"
Pho Minh,(412) 661-7443,4.0,$,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",-79.94452,40.46543,"['4917 Penn Ave', 'Pittsburgh, PA 15224']"
OTB Bicycle Café,(412) 381-3698,4.0,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'burgers', 'title': 'Burgers'}]",-79.9690628051758,40.4274101257324,"['2518 E Carson St', 'Pittsburgh, PA 15203']"
Sarafino's Pasta and Pizza,(412) 922-8911,4.0,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",-80.06555,40.43557,"['40 E Crafton Ave', 'Pittsburgh, PA 15205']"
Armstrong's,(412) 885-1033,3.5,$$,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-80.00244140625,40.3596095475076,"['5299 Grove Rd', 'Caste Village Shoppes', 'Pittsburgh, PA 15236']"
Aladdin's Eatery - Pittsburgh-Squirrel Hill,(412) 421-5100,4.0,$$,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",-79.91989,40.43777,"['5878 Forbes Ave', 'Pittsburgh, PA 15217']"
Ramen Bar,(412) 521-5138,3.5,$$,"[{'alias': 'ramen', 'title': 'Ramen'}]",-79.9206533432007,40.4379625914569,"['5860 Forbes Ave', 'Pittsburgh, PA 15217']"
Bistro 19,(412) 306-1919,4.0,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}]",-80.044438,40.380092,"['711 Washington Rd', 'Pittsburgh, PA 15228']"
Bill's Bar & Burger,(412) 567-2300,3.0,$$,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-79.994558,40.444084,"['1001 Liberty Ave', 'Pittsburgh, PA 15222']"
Vallozzi's Pittsburgh,(412) 394-3400,3.5,$$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",-80.0014571,40.4411279,"['220 5th Ave', 'Pittsburgh, PA 15222']"
honeygrow,(412) 450-8524,4.0,$$,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",-79.9246995536391,40.4611774108608,"['105 S Highland Ave', 'Pittsburgh, PA 15206']"
Thai Cottage,(412) 241-8424,4.0,$$,"[{'alias': 'thai', 'title': 'Thai'}]",-79.893728,40.4325718,"['1109 S Braddock Ave', 'Regent Square', 'Pittsburgh, PA 15218']"
Pastitsio,(412) 586-7656,4.0,$$,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}]",-79.96426,40.46664,"['3716 Butler St', 'Pittsburgh, PA 15201']"
Shaka,(412) 517-6400,4.0,$$,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-80.006036,40.451519,"[""200 Children's Way"", 'Pittsburgh, PA 15212']"
Pittsburgh Poke,(412) 338-2199,4.5,$$,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'thai', 'title': 'Thai'}]",-80.00347,40.44123,"['500 Liberty Ave', 'Pittsburgh, PA 15222']"
Silk Elephant,(412) 421-8801,3.5,$$,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",-79.92303,40.437802,"['1712 Murray Ave', 'Squirrel Hill', 'Pittsburgh, PA 15217']"
Birmingham Bridge Tavern,(412) 381-2739,4.0,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]",-79.96449,40.42456,"['2901 Sarah St', 'Pittsburgh, PA 15203']"
MR Bulgogi,(412) 736-9933,4.5,$$,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'bbq', 'title': 'Barbeque'}]",-79.927131652832,40.4659080505371,"['Pittsburgh, PA 15206']"
Ginza,(412) 688-7272,4.0,$$,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",-79.9488983154297,40.4612998962402,"['4734 Liberty Ave', 'Pittsburgh, PA 15224']"
Redfin Blues,(412) 322-5837,3.0,$$,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",-79.97725,40.46398,"['100 Waterfront Dr', 'Pittsburgh, PA 15222']"
Pie For Breakfast,(412) 315-7342,4.0,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.95066,40.44994,"['200 North Craig St', 'Pittsburgh, PA 15213']"
Michael's Pizza Bar & Restaurant,(412) 381-6102,4.0,$,"[{'alias': 'pizza', 'title': 'Pizza'}]",-79.96823,40.42624,"['2612 Sarah St', 'Pittsburgh, PA 15203']"
Burgatory,(412) 461-2200,4.0,$$,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",-79.9177637822221,40.4071527935134,"['299 W Bridge St', 'Homestead, PA 15120']"
Morton's The Steakhouse,(412) 261-7141,3.5,$$$$,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",-80.00086,40.44253,"['625 Liberty Ave', 'Ste 180', 'Pittsburgh, PA 15222']"
The Carlton,(412) 391-4099,4.0,$$$,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",-79.9959316,40.4396782,"['500 Grant St', 'BNY Mellon Center', 'Pittsburgh, PA 15219']"
Mario's East Side Saloon,(412) 681-3713,3.0,$$,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",-79.93386,40.45094,"['5442 Walnut St', 'Pittsburgh, PA 15232']"
Mad Mex - Oakland,(412) 681-5656,3.5,$$,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}]",-79.954209,40.438019,"['370 Atwood St', 'Pittsburgh, PA 15213']"
Andrew's Steak and Seafood,(412) 231-7777,3.5,$$$,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]",-80.022094,40.446786,"['777 Casino Dr', 'Pittsburgh, PA 15212']"
Wilson's Bar-B-Q,(412) 322-7427,4.0,$$,"[{'alias': 'bbq', 'title': 'Barbeque'}]",-80.01444,40.45625,"['700 N Taylor Ave', 'Pittsburgh, PA 15212']"
Sprezzatura,(412) 266-4424,5.0,,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'italian', 'title': 'Italian'}]",-79.9712776,40.4798429,"['112 E Sherman St', 'Millvale, PA 15209']"
The Pub Chip Shop,(412) 381-2447,4.5,$,"[{'alias': 'british', 'title': 'British'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.97939,40.42843,"['1830 E Carson St', 'Pittsburgh, PA 15203']"
Tequila Cowboy Bar & Grill,(412) 930-0895,3.0,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",-80.011337287724,40.4455501126424,"['380 N Shore Dr', 'Pittsburgh, PA 15212']"
YinzBurgh BBQ,(412) 621-9469,4.0,$$,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'southern', 'title': 'Southern'}]",-79.9461903067314,40.4552574158569,"['4903 Baum Blvd', 'Pittsburgh, PA 15213']"
"Pastoli's Pizza, Pasta & Paisans",(412) 422-9660,4.0,$$,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",-79.92307,40.43588,"['1900 Murray Ave', 'Pittsburgh, PA 15217']"
Social House Seven,(412) 709-6808,3.5,$$,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",-80.0003838,40.4438806,"['123 7th St', 'Pittsburgh, PA 15222']"
Crepes Parisiennes,(412) 683-1912,4.0,$$,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'french', 'title': 'French'}]",-79.9486389160156,40.4460678100586,"['207 S Craig St', 'Pittsburgh, PA 15213']"
Ten Penny,(412) 318-8000,3.0,$$,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.9956094,40.4444316,"['960 Penn Ave', 'Pittsburgh, PA 15222']"
Treats ‘N Beans,(412) 586-5667,4.5,,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'creperies', 'title': 'Creperies'}]",-79.9587064,40.440689,"['118 Meyran Ave', 'Pittsburgh, PA 15213']"
Il Pizzaiolo,(412) 344-4123,3.5,$$,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",-80.044459,40.380192,"['703 Washington Rd', 'Pittsburgh, PA 15228']"
Twelve Whiskey Barbecue,(412) 742-4024,3.5,$$,"[{'alias': 'bbq', 'title': 'Barbeque'}]",-79.9856482,40.4286431,"['1222 East Carson St', 'Pittsburgh, PA 15203']"
Kabab & Curry Restaurant & Grill,(412) 502-2540,4.0,$$,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}]",-80.04055,40.40403,"['2890 Banksville Rd', 'Pittsburgh, PA 15216']"
Pasha Cafe Lounge,(412) 688-7415,4.5,$$,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.9320307374001,40.4510208759075,"['808 Ivy St', 'Pittsburgh, PA 15232']"
Wheelfish,(412) 487-8909,4.0,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-79.9916687011719,40.5394096374512,"['635 Sangree Rd', 'Pittsburgh, PA 15237']"
Robert Wholey and Co Fish Market,(412) 391-3737,4.0,$$,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}, {'alias': 'seafood', 'title': 'Seafood'}]",-79.9858749,40.450111,"['1711 Penn Ave', 'Pittsburgh, PA 15222']"
Iron Born Pizza,(412) 822-7300,4.5,$$,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",-79.97371,40.47997,"['413 Grant Ave', 'Pittsburgh, PA 15209']"
Tavern 51,(412) 885-8851,4.5,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",-79.9811,40.35708,"['4604 Clairton Blvd', 'Pittsburgh, PA 15236']"
Pear and the Pickle,(412) 322-0333,4.5,$,"[{'alias': 'cafes', 'title': 'Cafes'}]",-79.98231,40.46675,"['1800 Rialto St', 'Pittsburgh, PA 15212']"
El Burro,(412) 904-3451,4.0,$,"[{'alias': 'tacos', 'title': 'Tacos'}]",-80.00653,40.45588,"['1108 Federal St', 'Pittsburgh, PA 15212']"
Istanbul Grille,(412) 871-3836,4.5,$,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}]",-79.8937709,40.4328001,"['1103 S Braddock Ave', 'Pittsburgh, PA 15218']"
Revel,(412) 281-1134,3.5,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}]",-80.0012482,40.4401718,"['242 Forbes Ave', 'Fl 1', 'Pittsburgh, PA 15222']"
Mad Mex - Shadyside,(412) 345-0185,3.5,$$,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",-79.925318,40.458283,"['220 S Highland Ave', 'Pittsburgh, PA 15206']"
Bella Notte,(412) 281-4488,3.5,$$,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",-79.9839077,40.4508375,"['1914 Penn Ave', 'Pittsburgh, PA 15222']"
La Tavola Italiana,(412) 481-6627,3.5,$$,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",-80.0056533813477,40.4267845153809,"['1 Boggs Ave', 'Pittsburgh, PA 15211']"
Brick-Side Eatery,,4.0,,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'vegan', 'title': 'Vegan'}]",-79.9613586813211,40.4405525044969,"['3459 5th Ave', 'Fl 7', 'Pittsburgh, PA 15213']"
Crabs R Us,(412) 871-5740,3.5,$$,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",-79.8829322,40.442941,"['764 Penn Ave', 'Pittsburgh, PA 15221']"
Peppi's,(412) 231-9009,4.5,$,"[{'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]",-80.01756,40.4516599,"['927 Western Ave', 'Pittsburgh, PA 15233']"
Selamis Turkish Kebab House,(412) 683-3663,4.5,,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}]",-79.93643,40.45686,"['5501 Centre Ave', 'Pittsburgh, PA 15232']"
Franks Bar and Grill,(412) 709-6068,4.0,,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",-79.9350706,40.451124,"['728 Copeland St', 'Fl 2', 'Pittsburgh, PA 15232']"
Thai & Noodle Outlet,(412) 422-2003,4.0,$$,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",-79.92238,40.43817,"['5813 Forbes Ave', 'Pittsburgh, PA 15217']"
The Mediterranean Grill,(412) 521-5505,4.0,$$,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",-79.921597,40.438242,"['5835 Forbes Ave', 'Pittsburgh, PA 15217']"
Chengdu Gourmet,(412) 521-2088,3.5,$$,"[{'alias': 'chinese', 'title': 'Chinese'}]",-79.9223725553359,40.4295421034818,"['5840 Forward Ave', 'Pittsburgh, PA 15217']"
Doce Taqueria,(412) 238-8518,4.5,$,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",-79.9851236,40.4286123,"['1302 East Carson St', 'Pittsburgh, PA 15203']"
Harris Grill,(412) 288-5273,3.5,$$,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-80.00156,40.43965,"['245 Fourth Ave', 'Pittsburgh, PA 15222']"
Nadine's,(412) 481-1793,4.0,$,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]",-79.9672088623047,40.4263877868652,"['19 S 27th St', 'Pittsburgh, PA 15203']"
Thai Cuisine,(412) 688-9661,4.0,$$,"[{'alias': 'thai', 'title': 'Thai'}]",-79.9497600693115,40.4625496053045,"['4627 Liberty Ave', 'Pittsburgh, PA 15224']"
Hamsah,(412) 904-1974,5.0,,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'kosher', 'title': 'Kosher'}]",-79.92807,40.42001,"['4371 Murray Ave', 'Pittsburgh, PA 15217']"
Benny Fierro's,(412) 709-6077,4.5,$,"[{'alias': 'pizza', 'title': 'Pizza'}]",-79.97883,40.42842,"['1906 E Carson St', 'Pittsburgh, PA 15203']"
Union Standard,(412) 281-0738,4.0,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.9971018,40.4403256,"['524 William Penn Pl', 'Pittsburgh, PA 15219']"
Fairlane,(412) 668-2292,4.0,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}]",-80.04953,40.38908,"['292 Beverly Rd', 'Pittsburgh, PA 15216']"
Preeti's PiTT,(412) 996-6956,4.0,,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-79.9768844185755,40.4560728337441,"['2701 Penn Ave', 'Pittsburgh, PA 15222']"
Bar Louie,(412) 643-4500,3.5,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",-80.0106372,40.44623,"['330 N Shore Dr', 'Bldg 1B', 'Pittsburgh, PA 15212']"
Zen's Noodle House,(412) 688-8882,3.5,$,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",-79.95869,40.44066,"['3531 Forbes Ave', 'Pittsburgh, PA 15213']"
Bistro Penn,(412) 338-2437,3.0,$$,"[{'alias': 'belgian', 'title': 'Belgian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",-79.99716,40.44379,"['922 Penn Ave', 'Pittsburgh, PA 15222']"
Dog Daze Cafe,(412) 259-0800,5.0,,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'cafes', 'title': 'Cafes'}]",-79.9555,40.48345,"['12 McCandless Ave', 'Pittsburgh, PA 15201']"
The Zenith,(412) 481-4833,4.0,$$,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'vegan', 'title': 'Vegan'}]",-79.968973,40.426803,"['86 S 26th St', 'Pittsburgh, PA 15203']"
Malaxiangguo,,3.5,,"[{'alias': 'chinese', 'title': 'Chinese'}]",-79.9586,40.44128,"['3608 Fifth Ave', 'Pittsburgh, PA 15213']"
E Town Bar and Grille,(412) 784-1720,4.5,$,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-79.94513,40.49532,"['304 Butler St', 'Pittsburgh, PA 15223']"
Fireside Caribbean Restaurant,(412) 243-6344,4.0,$$,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",-79.88222,40.4426,"['796 Penn Ave', 'Pittsburgh, PA 15221']"
Grand View Buffet,(412) 231-7777,3.0,$$,"[{'alias': 'buffets', 'title': 'Buffets'}]",-80.022353,40.447428,"['777 Casino Dr', 'Pittsburgh, PA 15212']"
August Henry's Burger Bar,(412) 765-3270,3.5,$$,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",-79.9963361,40.4441296,"['946 Penn Ave', 'Pittsburgh, PA 15222']"
Pierogies Plus,(412) 331-2224,4.5,,"[{'alias': 'polish', 'title': 'Polish'}]",-80.05997,40.46896,"['342 Island Ave', 'McKees Rocks, PA 15136']"
Leon's Caribbean Restaurant,(412) 431-5366,4.5,$,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",-79.9928207,40.4219627,"['823 E Warrington Ave', 'Pittsburgh, PA 15210']"
Mercurio’s,(412) 517-8689,4.0,,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'gelato', 'title': 'Gelato'}]",-79.873828,40.489719,"['1335 Freeport Rd', 'Pittsburgh, PA 15238']"
Brillobox,(412) 621-4900,3.5,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",-79.95476,40.46555,"['4104 Penn Ave', 'Pittsburgh, PA 15224']"
The Yard,(412) 668-2682,3.5,$$,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-80.051871,40.357715,"['1500 Washington Rd', 'Pittsburgh, PA 15228']"
The Coop Chicken and Waffles,(412) 204-7378,4.5,$,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'southern', 'title': 'Southern'}]",-79.9995422363281,40.4425888061523,"['Pittsburgh, PA 15222']"
Thai Me Up,(412) 488-8893,4.0,$$,"[{'alias': 'thai', 'title': 'Thai'}]",-79.973273,40.427086,"['118 S 23rd St', 'Pittsburgh, PA 15203']"
Il Tetto:  A Rooftop Beer Garden,(412) 281-2810,3.0,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",-79.9964366,40.4439496,"['942 Penn Ave', 'Fl 3', 'Pittsburgh, PA 15222']"
Home Restaurant,(412) 517-6100,4.0,,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}]",-79.9841296,40.4523365,"['54 21st St', 'Pittsburgh, PA 15222']"
Sichuan Gourmet,(412) 521-1313,3.5,$$,"[{'alias': 'szechuan', 'title': 'Szechuan'}]",-79.92307,40.43588,"['1900 Murray Ave', 'Pittsburgh, PA 15217']"
Spirit,(412) 586-4441,4.0,$$,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-79.9559733,40.4783659,"['242 51st St', 'Pittsburgh, PA 15201']"
Floor 2,(412) 773-8848,3.5,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-80.0018599,40.44153,"['510 Market St', 'Pittsburgh, PA 15222']"
Scoglio's Green Tree,(412) 921-1062,4.0,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",-80.0642471313477,40.4207077026367,"['661 Andersen Dr', 'Bldg 7', 'Pittsburgh, PA 15220']"
The Pennsylvania Market,(412) 444-8333,3.5,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",-79.98492,40.45091,"['108 19th St', 'Pittsburgh, PA 15222']"
Fiori's Pizzaria,(412) 343-7788,4.5,$,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",-80.018538,40.405245,"['103 Capital Ave', 'Pittsburgh, PA 15226']"
All India,(412) 681-6600,4.0,$$,"[{'alias': 'indpak', 'title': 'Indian'}]",-79.9525714,40.4521894,"['315 N Craig St', 'Pittsburgh, PA 15213']"
Buckhead Saloon,(412) 232-3101,2.5,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'pizza', 'title': 'Pizza'}]",-80.005796,40.434028,"['225 W Station Sq Dr', 'Pittsburgh, PA 15219']"
