,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
202,lKom12WnYEjH5FFemK3M1Q,primanti-bros-pittsburgh-15,Primanti Bros,https://s3-media1.fl.yelpcdn.com/bphoto/HQoFSXg_URzOqeSffCK3bg/o.jpg,False,https://www.yelp.com/biz/primanti-bros-pittsburgh-15?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,1389,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.5,"['pickup', 'delivery']",$,+14122632142,(412) 263-2142,867.052156846274,40.4507064819336,-79.9855880737305,46 18th St,,,Pittsburgh,15222,US,PA,"['46 18th St', 'Pittsburgh, PA 15222']"
203,4T2S83-q8rWa0FGVzxjmXQ,love-ramen-pittsburgh-7,Love Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/OdIOEgIqln9Zzb_5JtOXzQ/o.jpg,False,https://www.yelp.com/biz/love-ramen-pittsburgh-7?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,4,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,[],,,,1768.051869885602,40.44128,-79.9586,3608 Fifth Ave,,,Pittsburgh,15213,US,PA,"['3608 Fifth Ave', 'Pittsburgh, PA 15213']"
204,1hCKJqPC9uLIXavNKVudAg,cop-out-pierogies-pittsburgh,Cop Out Pierogies,https://s3-media1.fl.yelpcdn.com/bphoto/dr5DagHyvH5ZXB2VNxlkDA/o.jpg,False,https://www.yelp.com/biz/cop-out-pierogies-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,99,"[{'alias': 'polish', 'title': 'Polish'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,['delivery'],$,+14129730068,(412) 973-0068,6450.589963598678,40.4961814880371,-79.9440383911133,350 Butler St,,,Pittsburgh,15223,US,PA,"['350 Butler St', 'Pittsburgh, PA 15223']"
205,xRsm1kRIGbL_nGCtxd551g,took-took-98-pittsburgh,Took Took 98,https://s3-media1.fl.yelpcdn.com/bphoto/QKMRq8wu6o0U1PStwvvzkg/o.jpg,False,https://www.yelp.com/biz/took-took-98-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,41,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"['pickup', 'delivery']",$,+14124226767,(412) 422-6767,4877.4735229437665,40.4342,-79.92305,2018 Murray Ave,,,Pittsburgh,15217,US,PA,"['2018 Murray Ave', 'Pittsburgh, PA 15217']"
206,kkD0tv_e5E6a8kRpLYEcaA,oishii-bento-pittsburgh,Oishii Bento,https://s3-media1.fl.yelpcdn.com/bphoto/bu4ENSu5olEO_9ieN894Rg/o.jpg,False,https://www.yelp.com/biz/oishii-bento-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,296,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,['delivery'],$$,+14126873335,(412) 687-3335,1882.3777063206862,40.4418999,-79.95714,119 Oakland Ave,,,Pittsburgh,15213,US,PA,"['119 Oakland Ave', 'Pittsburgh, PA 15213']"
207,Chr3YCuvt2mD-BHgqeo-OA,chicken-latino-pittsburgh,Chicken Latino,https://s3-media2.fl.yelpcdn.com/bphoto/x6r5lSbb1vdOHrMCjij8_Q/o.jpg,False,https://www.yelp.com/biz/chicken-latino-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,206,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",4.0,"['pickup', 'delivery']",$,+14122460974,(412) 246-0974,848.9235763721725,40.4516497733743,-79.983172416687,155 21st St,,,Pittsburgh,15222,US,PA,"['155 21st St', 'Pittsburgh, PA 15222']"
208,-ZxYA8J3gjMV1YHtF3r09g,tw-kitchen-pittsburgh,TW Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/D7Fi8FLDIKfws9yicz62zg/o.jpg,False,https://www.yelp.com/biz/tw-kitchen-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,9,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,[],,,,2493.5720279413886,40.44964,-79.95045,192 N Craig St,,,Pittsburgh,15213,US,PA,"['192 N Craig St', 'Pittsburgh, PA 15213']"
209,adhGGZw7x_Gary5ZwNibbg,namaste-momo-corner-pittsburgh-3,Namaste Momo Corner,https://s3-media3.fl.yelpcdn.com/bphoto/QZMIVqc8gxPMdXpJu41zCw/o.jpg,False,https://www.yelp.com/biz/namaste-momo-corner-pittsburgh-3?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,29,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",5.0,"['pickup', 'delivery']",,+14128194913,(412) 819-4913,8650.65953318394,40.36705,-79.98453,4114 Saw Mill Run Blvd,,,Pittsburgh,15227,US,PA,"['4114 Saw Mill Run Blvd', 'Pittsburgh, PA 15227']"
210,-j0CbYvlwuJ3Tfx__X38gA,joseph-tambellini-restaurant-pittsburgh,Joseph Tambellini Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/hgwEEoocVKkWCKHfALQbKw/o.jpg,False,https://www.yelp.com/biz/joseph-tambellini-restaurant-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,128,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$$,+14126659000,(412) 665-9000,6034.831689902183,40.4765815734863,-79.9214401245117,5701 Bryant St,,,Pittsburgh,15206,US,PA,"['5701 Bryant St', 'Pittsburgh, PA 15206']"
211,AmzQP_w8CvL36HSz7T_LRA,angkor-restaurant-pittsburgh,Angkor Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/JOlstfqfCqDnCGpnP1rT9A/o.jpg,False,https://www.yelp.com/biz/angkor-restaurant-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,138,"[{'alias': 'cambodian', 'title': 'Cambodian'}, {'alias': 'thai', 'title': 'Thai'}]",4.0,['delivery'],$$,+14129288424,(412) 928-8424,6738.8786879831705,40.42746,-80.05575,2350 Noblestown Rd,,,Pittsburgh,15205,US,PA,"['2350 Noblestown Rd', 'Pittsburgh, PA 15205']"
212,hsDkxhc-_YYsVqAeQBJJjg,big-jims-restaurant-and-bar-pittsburgh,Big Jim's Restaurant & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/4G7zMQbSg7fu8QUcLa-Q0A/o.jpg,False,https://www.yelp.com/biz/big-jims-restaurant-and-bar-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,224,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$,+14124210532,(412) 421-0532,3173.617570507539,40.4270451,-79.9496055,201 Saline St,,,Pittsburgh,15207,US,PA,"['201 Saline St', 'Pittsburgh, PA 15207']"
213,pajvV_6xebKIE7GBh4Z1xA,braddocks-rebellion-pittsburgh,Braddock's Rebellion,https://s3-media2.fl.yelpcdn.com/bphoto/qKBkrtQrtFszNX1HLz05eg/o.jpg,False,https://www.yelp.com/biz/braddocks-rebellion-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,178,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,['delivery'],$$,+14129922005,(412) 992-2005,1970.702222307496,40.44382,-80.00226,107 6th St,,,Pittsburgh,15222,US,PA,"['107 6th St', 'Pittsburgh, PA 15222']"
214,ysJo5Jdo29XOBCnKrbUKWg,paris-66-pittsburgh-2,Paris 66,https://s3-media1.fl.yelpcdn.com/bphoto/L5lVXiDC5uhAqJZNw5FvIw/o.jpg,False,https://www.yelp.com/biz/paris-66-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,259,"[{'alias': 'french', 'title': 'French'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",3.5,['delivery'],$$,+14124048166,(412) 404-8166,4940.393792179722,40.459956,-79.92427,6018 Centre Ave,,,Pittsburgh,15206,US,PA,"['6018 Centre Ave', 'Pittsburgh, PA 15206']"
215,QeShrs6cUNBjJoTCkJiB0g,legends-eatery-pittsburgh,Legends Eatery,https://s3-media1.fl.yelpcdn.com/bphoto/C8HoB5EHsaI8HPNZx5TslQ/o.jpg,False,https://www.yelp.com/biz/legends-eatery-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,183,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,['delivery'],$$,+14123218000,(412) 321-8000,2313.6456957846663,40.45657,-80.00148,500 E North Ave,,,Pittsburgh,15212,US,PA,"['500 E North Ave', 'Pittsburgh, PA 15212']"
216,X_XFv1Ct6cznxQy9u8Yzxw,the-smiling-moose-pittsburgh,The Smiling Moose,https://s3-media2.fl.yelpcdn.com/bphoto/y53ouxffyMMiqG9jvWAgLg/o.jpg,False,https://www.yelp.com/biz/the-smiling-moose-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,148,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['pickup', 'delivery']",$$,+14124314668,(412) 431-4668,1856.0040241664667,40.428596496582,-79.9849472045898,1306 E Carson St,,,Pittsburgh,15203,US,PA,"['1306 E Carson St', 'Pittsburgh, PA 15203']"
217,TY_kMmCM_3JSs14NFUvO_g,nak-won-garden-pittsburgh,Nak Won Garden,https://s3-media2.fl.yelpcdn.com/bphoto/UNEMLecQ0URwC9ySX-OjUw/o.jpg,False,https://www.yelp.com/biz/nak-won-garden-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,137,"[{'alias': 'korean', 'title': 'Korean'}]",3.5,[],$$,+14129044635,(412) 904-4635,3853.7908936058893,40.4565667,-79.936316,5504 Centre Ave,,,Pittsburgh,15232,US,PA,"['5504 Centre Ave', 'Pittsburgh, PA 15232']"
218,Egwnk84ioGxzx6BsJmWkrw,garbarinos-east-liberty,Garbarinos,https://s3-media2.fl.yelpcdn.com/bphoto/XYMs6LEFHXgxIuLKMcCk-g/o.jpg,False,https://www.yelp.com/biz/garbarinos-east-liberty?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,33,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],,+14126652880,(412) 665-2880,4745.998379653814,40.46058,-79.92704,5925 Baum Blvd,,,East Liberty,15206,US,PA,"['5925 Baum Blvd', 'East Liberty, PA 15206']"
219,cNz2tTTAPmdeAq6HnGeo8w,rolands-seafood-grill-pittsburgh,Roland's Seafood Grill,https://s3-media4.fl.yelpcdn.com/bphoto/fE1ZdxLw8l7R02cophLslg/o.jpg,False,https://www.yelp.com/biz/rolands-seafood-grill-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,418,"[{'alias': 'seafood', 'title': 'Seafood'}]",3.0,['delivery'],$$,+14122613401,(412) 261-3401,793.117353715248,40.45062,-79.9842199,1904 Penn Ave,,,Pittsburgh,15222,US,PA,"['1904 Penn Ave', 'Pittsburgh, PA 15222']"
220,-wXyBph4d0IQlQrS8H1rDw,senti-restaurant-pittsburgh-2,Senti Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/lkABDfNoItvE64mme50uwg/o.jpg,False,https://www.yelp.com/biz/senti-restaurant-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,123,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}]",3.5,['delivery'],$$$,+14125864347,(412) 586-4347,2424.6269073590906,40.4642168797698,-79.9663847326097,3473 Butler St,,,Pittsburgh,15201,US,PA,"['3473 Butler St', 'Pittsburgh, PA 15201']"
221,9wUxiwtC1zCcs9VKqYsTCg,spirits-and-tales-pittsburgh,Spirits & Tales,https://s3-media4.fl.yelpcdn.com/bphoto/D_bozGRkzhDiz2AZwpOvTQ/o.jpg,False,https://www.yelp.com/biz/spirits-and-tales-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,57,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.5,[],,+14122974080,(412) 297-4080,2052.9197991139545,40.4483857578295,-79.954700907829,5130 Bigelow Blvd,,,Pittsburgh,15213,US,PA,"['5130 Bigelow Blvd', 'Pittsburgh, PA 15213']"
222,ruD4E_OMlfEXTdMV0lDFIg,carmi-soul-food-pittsburgh,Carmi Soul Food,https://s3-media1.fl.yelpcdn.com/bphoto/PsvC6yOb3d2NvbW7p2HyzQ/o.jpg,False,https://www.yelp.com/biz/carmi-soul-food-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,291,"[{'alias': 'soulfood', 'title': 'Soul Food'}]",4.0,"['pickup', 'delivery']",$$,+14122310100,(412) 231-0100,1757.0978179527883,40.4288748,-79.9794816,1825 E Carson St,,,Pittsburgh,15203,US,PA,"['1825 E Carson St', 'Pittsburgh, PA 15203']"
223,GjX2WgchvvS-JAWBmzkLyQ,pho-van-pittsburgh,Pho Van,https://s3-media2.fl.yelpcdn.com/bphoto/4dGDo3yRvbPUFac4bK71YA/o.jpg,False,https://www.yelp.com/biz/pho-van-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,237,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",3.5,['delivery'],$$,+14122817999,(412) 281-7999,847.4806467685114,40.4519857,-79.9824067,2120 Penn Ave,,,Pittsburgh,15222,US,PA,"['2120 Penn Ave', 'Pittsburgh, PA 15222']"
224,EY8mZ5rrPaFGKcvSqZ_udA,chateau-de-thor-pittsburgh,Chateau de Thor,,False,https://www.yelp.com/biz/chateau-de-thor-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,2,"[{'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",5.0,[],,,,3410.934865345963,40.4567159464683,-80.0161706283689,1249 Jacksonia St,,,Pittsburgh,15212,US,PA,"['1249 Jacksonia St', 'Pittsburgh, PA 15212']"
225,l6ZrDTwUHZebCG3C9Va3Dw,la-feria-pittsburgh-2,La Feria,https://s3-media2.fl.yelpcdn.com/bphoto/Wv9P3aWWLJY2MFlQj7iUVg/o.jpg,False,https://www.yelp.com/biz/la-feria-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,104,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",4.0,['delivery'],$$,+14126824501,(412) 682-4501,3992.6618221974663,40.45171,-79.93283,5527 Walnut St,,,Pittsburgh,15232,US,PA,"['5527 Walnut St', 'Pittsburgh, PA 15232']"
226,goar7zF4G0LdsQ1Y4KS3Iw,pittsburgh-barbecue-company-pittsburgh,Pittsburgh Barbecue Company,https://s3-media1.fl.yelpcdn.com/bphoto/1JJ_o0kF26txV6Ylm0gfrg/o.jpg,False,https://www.yelp.com/biz/pittsburgh-barbecue-company-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,91,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'catering', 'title': 'Caterers'}]",4.0,['delivery'],$$,+14125631005,(412) 563-1005,5117.594716722432,40.4198992597363,-80.0300516362457,1000 Banksville Rd,,,Pittsburgh,15216,US,PA,"['1000 Banksville Rd', 'Pittsburgh, PA 15216']"
227,erx8tQ0Wdc5YM0FddaKqKA,tres-rios-pittsburgh-2,Tres Rios,https://s3-media3.fl.yelpcdn.com/bphoto/XK4pWeil0gWiR532rNvZbw/o.jpg,False,https://www.yelp.com/biz/tres-rios-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,177,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['pickup', 'delivery']",$$,+14129300868,(412) 930-0868,1765.8229108096418,40.4288635667625,-79.9810518659992,1719 E Carson St,,,Pittsburgh,15203,US,PA,"['1719 E Carson St', 'Pittsburgh, PA 15203']"
228,HjrwseYzjupnpMdV4SaPWg,piazza-talarico-and-papa-joes-wine-cellar-pittsburgh,Piazza Talarico and Papa Joe's Wine Cellar,https://s3-media4.fl.yelpcdn.com/bphoto/6YK7s8rZA351xiI9vuW9aA/o.jpg,False,https://www.yelp.com/biz/piazza-talarico-and-papa-joes-wine-cellar-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,64,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wineries', 'title': 'Wineries'}]",4.5,"['pickup', 'delivery']",$$,+14126529426,(412) 652-9426,2731.7535706550334,40.4645,-79.96022,3832 Penn Ave,,,Pittsburgh,15201,US,PA,"['3832 Penn Ave', 'Pittsburgh, PA 15201']"
229,JS8zqTShTYXHvpsWYTaQ6A,dive-bar-and-grill-pittsburgh,Dive Bar & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/1p9HJdPkBNkZJU2mJ7Gekg/o.jpg,False,https://www.yelp.com/biz/dive-bar-and-grill-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,151,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['pickup', 'delivery']",$$,+14124082015,(412) 408-2015,4391.345820716118,40.479721,-79.955185,5147 Butler St,,,Pittsburgh,15201,US,PA,"['5147 Butler St', 'Pittsburgh, PA 15201']"
230,W4k4E2dbDN6bwtPPgNm-XA,amels-restaurant-pittsburgh-4,Amel's Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/Fdi95xQ2v2y_X-6OcUNjww/o.jpg,False,https://www.yelp.com/biz/amels-restaurant-pittsburgh-4?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,100,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,['delivery'],$$,+14125633466,(412) 563-3466,7514.474349112034,40.3830692,-80.0155838,435 McNeilly Rd,,,Pittsburgh,15226,US,PA,"['435 McNeilly Rd', 'Pittsburgh, PA 15226']"
231,SKEG2ym9YgM9F9EQ_pPuIw,halal-pitt-pittsburgh-2,Halal Pitt,https://s3-media1.fl.yelpcdn.com/bphoto/A8BOJ95VhrN4kRBLRXtuPQ/o.jpg,False,https://www.yelp.com/biz/halal-pitt-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,11,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"['pickup', 'delivery']",$,+14127122567,(412) 712-2567,1855.44704962163,40.442527,-79.957352,Fifth Ave & S Bouquet St,,,Pittsburgh,15213,US,PA,"['Fifth Ave & S Bouquet St', 'Pittsburgh, PA 15213']"
232,EXF-imcOSptiuzlirPjljA,oya-sushi-and-korean-grill-pittsburgh-2,Oya Sushi & Korean Grill,https://s3-media1.fl.yelpcdn.com/bphoto/n6aJN9w0HgcAEozhMwziEw/o.jpg,False,https://www.yelp.com/biz/oya-sushi-and-korean-grill-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,116,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,['delivery'],$$,+14128928602,(412) 892-8602,9612.206212357485,40.36948,-80.03506,325 Mt Lebanon Blvd,,,Pittsburgh,15234,US,PA,"['325 Mt Lebanon Blvd', 'Pittsburgh, PA 15234']"
233,j4jsgp-e315s11ehJfRzAA,the-carlton-pittsburgh,The Carlton,https://s3-media2.fl.yelpcdn.com/bphoto/WsKl99EEI5udHTUwpeBrcg/o.jpg,False,https://www.yelp.com/biz/the-carlton-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,130,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"['pickup', 'delivery']",$$$,+14123914099,(412) 391-4099,1529.2414779465487,40.4396782,-79.9959316,500 Grant St,,BNY Mellon Center,Pittsburgh,15219,US,PA,"['500 Grant St', 'BNY Mellon Center', 'Pittsburgh, PA 15219']"
234,vx5CbYuuIq_CHxjov5kj1w,cambod-ican-kitchen-pittsburgh,Cambod-Ican Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/8WfiaXe9bk_iKtxpE4pwKA/o.jpg,False,https://www.yelp.com/biz/cambod-ican-kitchen-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,131,"[{'alias': 'cambodian', 'title': 'Cambodian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,['delivery'],$$,+14123816199,(412) 381-6199,1773.580470998648,40.4288852949545,-79.9820696935058,1701 E Carson St,,,Pittsburgh,15203,US,PA,"['1701 E Carson St', 'Pittsburgh, PA 15203']"
235,oDNyT8HaSza5uWDeQ_HnqA,pizzeria-davide-pittsburgh,Pizzeria Davide,https://s3-media2.fl.yelpcdn.com/bphoto/H_UPC5u4TJ_9dEhPnK1Big/o.jpg,False,https://www.yelp.com/biz/pizzeria-davide-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,61,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"['pickup', 'delivery']",,+14129044139,(412) 904-4139,1150.0495229193027,40.45466667,-79.97836583,2551 Penn Avenue Rear,,,Pittsburgh,15222,US,PA,"['2551 Penn Avenue Rear', 'Pittsburgh, PA 15222']"
236,aeomionBr_VTsIg119vtSw,pastitsio-pittsburgh,Pastitsio,https://s3-media3.fl.yelpcdn.com/bphoto/abdByVeuWswa6bwPv--Weg/o.jpg,False,https://www.yelp.com/biz/pastitsio-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,114,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$,+14125867656,(412) 586-7656,2744.042946832523,40.46664,-79.96426,3716 Butler St,,,Pittsburgh,15201,US,PA,"['3716 Butler St', 'Pittsburgh, PA 15201']"
